date,call_id,queue,csat_score,resolution_flag
2024-03-05,C000359,Retention,4,True
2024-03-03,C000360,Retention,5,True
2024-03-03,C000361,Support,5,True
2024-01-18,C000362,Support,3,False
2024-01-28,C000363,Retention,4,True
2024-01-29,C000364,Support,5,True
2024-01-06,C000365,Support,4,True
2024-01-08,C000366,Retention,4,True
2024-01-23,C000367,Support,4,True
2024-03-19,C000368,Support,4,True
2024-03-08,C000369,Retention,4,True
2024-01-11,C000370,Retention,3,False
2024-02-10,C000371,Retention,3,False
2024-03-09,C000372,Retention,4,True
2024-01-04,C000373,Support,4,True
2024-03-28,C000374,Retention,4,True
2024-03-19,C000375,Support,4,True
2024-01-31,C000376,Support,4,True
2024-03-07,C000377,Support,3,False
2024-03-02,C000378,Retention,5,True
2024-03-04,C000379,Support,4,True
2024-01-24,C000380,Retention,4,True
2024-01-16,C000381,Support,4,True
2024-03-04,C000382,Retention,3,False
2024-01-07,C000383,Retention,3,False
2024-01-18,C000384,Retention,3,False
2024-02-04,C000385,Support,4,True
2024-03-16,C000386,Support,4,True
2024-03-29,C000387,Retention,2,False
2024-03-23,C000388,Support,3,False
2024-01-21,C000389,Support,3,False
2024-02-13,C000390,Support,3,False
2024-02-19,C000391,Support,3,False
2024-03-05,C000392,Support,4,True
2024-01-09,C000393,Support,4,True
2024-02-05,C000394,Retention,4,True
2024-03-07,C000395,Support,3,False
2024-03-25,C000396,Support,4,True
2024-03-20,C000397,Retention,4,True
2024-03-07,C000398,Retention,3,False
2024-03-14,C000399,Support,4,True
2024-01-29,C000400,Support,3,False
2024-03-18,C000401,Support,4,True
2024-02-29,C000402,Support,4,True
2024-01-22,C000403,Retention,4,True
2024-01-04,C000404,Support,4,True
2024-03-19,C000405,Support,4,True
2024-03-03,C000406,Support,3,False
2024-02-07,C000407,Retention,5,True
2024-02-14,C000408,Retention,4,True
2024-01-01,C000409,Support,3,False
2024-03-01,C000410,Retention,4,True
2024-02-14,C000411,Support,3,False
2024-02-29,C000412,Retention,4,True
2024-01-13,C000413,Retention,4,True
2024-01-03,C000414,Support,5,True
2024-01-13,C000415,Support,5,True
2024-02-18,C000416,Retention,4,True
2024-03-16,C000417,Retention,4,True
2024-03-30,C000418,Support,5,True
2024-01-12,C000419,Support,5,True
2024-03-03,C000420,Support,4,True
2024-03-09,C000421,Support,3,False
2024-03-15,C000422,Support,5,True
2024-03-30,C000423,Support,5,True
2024-01-24,C000424,Support,5,True
2024-03-07,C000425,Retention,4,True
2024-01-23,C000426,Support,4,True
2024-03-15,C000427,Support,3,False
2024-03-02,C000428,Retention,4,True
2024-01-05,C000429,Retention,3,False
2024-03-10,C000430,Support,4,True
2024-03-04,C000431,Retention,3,False
2024-01-16,C000432,Retention,5,True
2024-01-03,C000433,Support,4,True
2024-02-22,C000434,Retention,3,False
2024-03-22,C000435,Support,4,True
2024-01-05,C000436,Support,4,True
2024-03-12,C000437,Support,3,False
2024-01-05,C000438,Retention,3,False
2024-02-20,C000439,Retention,4,True
2024-01-17,C000440,Support,5,True
2024-02-09,C000441,Retention,5,True
2024-02-03,C000442,Support,5,True
2024-03-20,C000443,Support,5,True
2024-03-04,C000444,Support,5,True
2024-01-13,C000445,Support,4,True
2024-02-13,C000446,Support,4,True
2024-03-07,C000447,Support,3,False
2024-01-07,C000448,Retention,5,True
2024-02-24,C000449,Retention,4,True
2024-03-20,C000450,Retention,5,True
2024-03-22,C000451,Support,4,True
2024-02-17,C000452,Support,4,True
2024-01-01,C000453,Support,4,True
2024-02-15,C000454,Retention,4,True
2024-01-30,C000455,Retention,4,True
2024-03-01,C000456,Retention,2,False
2024-01-31,C000457,Support,4,True
2024-03-14,C000458,Retention,4,True
2024-01-09,C000459,Retention,4,True
2024-02-22,C000460,Retention,3,False
2024-01-20,C000461,Retention,5,True
2024-01-31,C000462,Retention,3,False
2024-02-22,C000463,Support,3,False
2024-02-12,C000464,Retention,5,True
2024-02-04,C000465,Retention,4,True
2024-02-07,C000466,Support,3,False
2024-03-08,C000467,Support,3,False
2024-03-15,C000468,Retention,4,True
2024-02-02,C000469,Support,4,True
2024-02-28,C000470,Support,3,False
2024-01-02,C000471,Support,4,True
2024-03-19,C000472,Support,4,True
2024-01-14,C000473,Retention,4,True
2024-01-26,C000474,Support,4,True
2024-02-28,C000475,Retention,4,True
2024-03-26,C000476,Retention,4,True
2024-02-14,C000477,Support,4,True
2024-02-25,C000478,Retention,4,True
2024-02-18,C000479,Support,4,True
2024-01-02,C000480,Support,4,True
2024-01-08,C000481,Support,4,True
2024-02-23,C000482,Retention,4,True
2024-01-09,C000483,Support,4,True
2024-01-04,C000484,Support,3,False
2024-02-06,C000485,Support,5,True
2024-02-15,C000486,Support,4,True
2024-01-06,C000487,Retention,3,False
2024-03-02,C000488,Support,4,True
2024-02-08,C000489,Support,5,True
2024-02-27,C000490,Support,4,True
2024-02-04,C000491,Retention,3,False
2024-01-15,C000492,Support,4,True
2024-01-26,C000493,Retention,3,False
2024-01-16,C000494,Retention,5,True
2024-02-01,C000495,Support,4,True
2024-01-21,C000496,Retention,2,False
2024-03-01,C000497,Support,4,True
2024-02-13,C000498,Retention,4,True
2024-01-17,C000499,Retention,4,True
2024-03-02,C000500,Support,4,True
2024-03-19,C000501,Retention,4,True
2024-03-22,C000502,Retention,4,True
2024-01-11,C000503,Retention,4,True
2024-02-27,C000504,Retention,4,True
2024-03-29,C000505,Support,5,True
2024-03-09,C000506,Retention,4,True
2024-02-10,C000507,Support,4,True
2024-02-03,C000508,Support,4,True
2024-03-30,C000509,Retention,3,False
2024-02-08,C000510,Support,5,True
2024-02-16,C000511,Support,4,True
2024-02-16,C000512,Support,4,True
2024-01-01,C000513,Support,3,False
2024-01-31,C000514,Retention,4,True
2024-01-07,C000515,Retention,4,True
2024-03-26,C000516,Support,4,True
2024-01-09,C000517,Retention,4,True
2024-01-25,C000518,Support,4,True
2024-02-02,C000519,Support,3,False
2024-03-10,C000520,Support,3,False
2024-02-14,C000521,Support,4,True
2024-02-15,C000522,Retention,3,False
2024-01-05,C000523,Retention,4,True
2024-01-28,C000524,Support,5,True
2024-02-07,C000525,Retention,3,False
2024-02-01,C000526,Retention,4,True
2024-02-13,C000527,Support,3,False
2024-02-14,C000528,Support,5,True
2024-02-12,C000529,Retention,4,True
2024-03-25,C000530,Retention,4,True
2024-01-29,C000531,Retention,4,True
2024-01-19,C000532,Retention,4,True
2024-01-31,C000533,Retention,3,False
2024-01-30,C000534,Support,4,True
2024-03-26,C000535,Support,4,True
2024-01-07,C000536,Retention,3,False
2024-03-01,C000537,Support,3,False
2024-03-21,C000538,Retention,4,True
2024-01-07,C000539,Retention,4,True
2024-01-08,C000540,Retention,4,True
2024-01-04,C000541,Retention,4,True
2024-01-13,C000542,Support,4,True
2024-02-11,C000543,Support,4,True
2024-02-12,C000544,Retention,4,True
2024-01-23,C000545,Retention,4,True
2024-01-21,C000546,Retention,3,False
2024-01-15,C000547,Support,3,False
2024-02-13,C000548,Retention,3,False
2024-01-23,C000549,Retention,3,False
2024-03-09,C000550,Retention,4,True
2024-03-08,C000551,Support,4,True
2024-01-07,C000552,Support,4,True
2024-01-22,C000553,Retention,3,False
2024-03-25,C000554,Retention,4,True
2024-02-07,C000555,Support,4,True
2024-02-29,C000556,Retention,4,True
2024-03-05,C000557,Support,4,True
2024-02-12,C000558,Retention,3,False
2024-02-18,C000559,Support,5,True
2024-02-24,C000560,Support,3,False
2024-02-24,C000561,Support,4,True
2024-03-12,C000562,Support,5,True
2024-01-26,C000563,Support,5,True
2024-02-24,C000564,Support,4,True
2024-02-01,C000565,Retention,3,False
2024-02-25,C000566,Support,4,True
2024-02-20,C000567,Retention,3,False
2024-01-15,C000568,Retention,3,False
2024-02-18,C000569,Support,2,False
2024-01-24,C000570,Support,5,True
2024-01-04,C000571,Retention,5,True
2024-03-24,C000572,Retention,4,True
2024-03-03,C000573,Support,4,True
2024-03-11,C000574,Support,4,True
2024-03-14,C000575,Support,3,False
2024-02-19,C000576,Support,4,True
2024-01-14,C000577,Retention,4,True
2024-03-06,C000578,Retention,4,True
2024-02-07,C000579,Support,5,True
2024-02-02,C000580,Support,3,False
2024-01-22,C000581,Retention,3,False
2024-03-21,C000582,Support,4,True
2024-02-25,C000583,Support,4,True
2024-03-05,C000584,Retention,3,False
2024-01-20,C000585,Retention,4,True
2024-01-13,C000586,Retention,3,False
2024-02-13,C000587,Retention,4,True
2024-03-30,C000588,Retention,4,True
2024-02-14,C000589,Retention,5,True
2024-03-02,C000590,Support,4,True
2024-01-31,C000591,Retention,4,True
2024-01-30,C000592,Retention,4,True
2024-02-10,C000593,Retention,4,True
2024-01-13,C000594,Support,5,True
2024-02-15,C000595,Retention,4,True
2024-03-04,C000596,Support,4,True
2024-01-17,C000597,Retention,5,True
2024-02-21,C000598,Support,4,True
2024-02-16,C000599,Retention,3,False
2024-03-27,C000600,Retention,4,True
2024-01-12,C000601,Support,4,True
2024-03-18,C000602,Retention,4,True
2024-01-25,C000603,Retention,5,True
2024-03-20,C000604,Retention,5,True
2024-01-27,C000605,Support,3,False
2024-01-20,C000606,Retention,3,False
2024-01-19,C000607,Support,3,False
2024-01-08,C000608,Retention,3,False
2024-02-12,C000609,Retention,3,False
2024-03-17,C000610,Support,4,True
2024-01-16,C000611,Support,5,True
2024-02-11,C000612,Support,4,True
2024-03-16,C000613,Support,4,True
2024-01-03,C000614,Support,4,True
2024-01-15,C000615,Support,4,True
2024-03-07,C000616,Retention,4,True
2024-02-03,C000617,Support,4,True
2024-03-09,C000618,Support,4,True
2024-01-13,C000619,Retention,3,False
2024-01-03,C000620,Retention,3,False
2024-03-19,C000621,Retention,3,False
2024-01-06,C000622,Support,3,False
2024-02-05,C000623,Retention,3,False
2024-01-05,C000624,Support,4,True
2024-03-17,C000625,Support,5,True
2024-02-21,C000626,Support,4,True
2024-02-29,C000627,Retention,4,True
2024-01-18,C000628,Support,4,True
2024-02-08,C000629,Retention,4,True
2024-03-08,C000630,Retention,4,True
2024-02-09,C000631,Retention,4,True
2024-01-04,C000632,Retention,3,False
2024-02-14,C000633,Retention,3,False
2024-03-18,C000634,Retention,4,True
2024-01-06,C000635,Retention,3,False
2024-03-21,C000636,Support,4,True
2024-03-01,C000637,Support,4,True
2024-01-16,C000638,Support,4,True
2024-02-10,C000639,Support,3,False
2024-03-29,C000640,Retention,4,True
2024-01-21,C000641,Retention,3,False
2024-02-07,C000642,Retention,5,True
2024-01-10,C000643,Support,2,False
2024-03-28,C000644,Retention,3,False
2024-03-14,C000645,Retention,5,True
2024-01-06,C000646,Support,4,True
2024-02-07,C000647,Retention,4,True
2024-01-18,C000648,Support,5,True
2024-01-13,C000649,Retention,4,True
2024-03-15,C000650,Support,4,True
2024-03-12,C000651,Support,4,True
2024-01-21,C000652,Support,3,False
2024-01-02,C000653,Support,4,True
2024-03-27,C000654,Retention,4,True
2024-01-05,C000655,Retention,4,True
2024-03-29,C000656,Retention,4,True
2024-01-24,C000657,Retention,4,True
2024-03-22,C000658,Support,4,True
2024-02-20,C000659,Retention,4,True
2024-02-25,C000660,Support,4,True
2024-03-28,C000661,Support,4,True
2024-01-10,C000662,Retention,4,True
2024-02-16,C000663,Retention,3,False
2024-03-23,C000664,Support,4,True
2024-01-28,C000665,Support,3,False
2024-03-05,C000666,Retention,4,True
2024-03-26,C000667,Support,4,True
2024-02-04,C000668,Support,4,True
2024-01-10,C000669,Retention,4,True
2024-02-04,C000670,Retention,4,True
2024-03-06,C000671,Support,4,True
2024-02-04,C000672,Support,5,True
2024-03-30,C000673,Support,4,True
2024-02-01,C000674,Support,4,True
2024-03-09,C000675,Support,5,True
2024-01-14,C000676,Retention,4,True
2024-02-07,C000677,Retention,3,False
2024-02-16,C000678,Retention,5,True
2024-01-11,C000679,Retention,4,True
2024-02-15,C000680,Support,4,True
2024-01-12,C000681,Retention,4,True
2024-01-18,C000682,Retention,3,False
2024-03-09,C000683,Support,4,True
2024-03-28,C000684,Support,4,True
2024-02-21,C000685,Retention,4,True
2024-01-28,C000686,Retention,4,True
2024-01-25,C000687,Support,3,False
2024-03-28,C000688,Support,4,True
2024-01-27,C000689,Retention,4,True
2024-01-28,C000690,Retention,5,True
2024-01-04,C000691,Retention,4,True
2024-03-30,C000692,Retention,5,True
2024-03-07,C000693,Retention,3,False
2024-01-18,C000694,Support,4,True
2024-01-19,C000695,Retention,4,True
2024-01-14,C000696,Support,4,True
2024-02-09,C000697,Support,4,True
2024-03-25,C000698,Support,5,True
2024-01-13,C000699,Support,4,True
2024-01-16,C000700,Support,4,True
2024-01-31,C000701,Support,4,True
2024-01-05,C000702,Support,4,True
2024-03-11,C000703,Retention,4,True
2024-03-24,C000704,Support,4,True
2024-01-26,C000705,Retention,3,False
2024-01-24,C000706,Retention,5,True
2024-02-17,C000707,Retention,5,True
2024-01-18,C000708,Support,3,False
2024-03-20,C000709,Retention,4,True
2024-03-08,C000710,Retention,5,True
2024-03-24,C000711,Support,3,False
2024-03-19,C000712,Support,5,True
2024-01-20,C000713,Retention,4,True
2024-01-03,C000714,Support,4,True
2024-01-04,C000715,Support,3,False
2024-03-03,C000716,Support,4,True
2024-02-20,C000717,Retention,5,True
2024-03-28,C000718,Support,4,True
2024-02-07,C000719,Support,4,True
2024-03-16,C000720,Support,3,False
2024-02-27,C000721,Support,4,True
2024-03-19,C000722,Support,4,True
2024-02-29,C000723,Retention,5,True
2024-03-03,C000724,Retention,4,True
2024-01-24,C000725,Retention,4,True
2024-02-21,C000726,Support,3,False
2024-03-30,C000727,Retention,4,True
2024-02-04,C000728,Support,4,True
2024-03-25,C000729,Retention,4,True
2024-03-13,C000730,Support,4,True
2024-02-28,C000731,Support,5,True
2024-02-17,C000732,Support,4,True
2024-03-09,C000733,Retention,4,True
2024-01-10,C000734,Support,5,True
2024-01-17,C000735,Retention,3,False
2024-01-05,C000736,Support,3,False
2024-01-17,C000737,Retention,4,True
2024-03-14,C000738,Retention,4,True
2024-02-01,C000739,Support,4,True
2024-01-20,C000740,Support,4,True
2024-03-27,C000741,Retention,3,False
2024-02-23,C000742,Retention,3,False
2024-02-05,C000743,Support,4,True
2024-02-17,C000744,Retention,4,True
2024-01-20,C000745,Support,5,True
2024-01-08,C000746,Support,4,True
2024-02-20,C000747,Retention,4,True
2024-03-10,C000748,Retention,3,False
2024-03-15,C000749,Support,4,True
2024-03-10,C000750,Retention,4,True
2024-01-05,C000751,Support,5,True
2024-02-01,C000752,Support,4,True
2024-02-10,C000753,Support,4,True
